image_id,predicted,actual
929679367_ff8c7df2ee,startseq the dogs are playing in the grass endseq,startseq beagle is playing with tennis ball endseq
930126921_1b94605bdc,startseq two young girls are posing for picture endseq,startseq man in black shirt enjoys snack while woman in white shirt looks confused endseq
930748509_8ca5cf5c24,startseq dog is leaping into the air on the grass endseq,startseq man in pets dog on the chest at park endseq
933118213_b35b0b62a7,startseq young boy in red coat is swinging his stick in the air endseq,startseq boy holding fishing rod endseq
934375844_dd149fed18,startseq baby is sitting on the green chair with his arms out endseq,startseq baby in white top is sitting on bed endseq
937559727_ae2613cee5,startseq man in black shirt is sitting on the beach with paddle endseq,startseq blonde fisherman standing in the water prepares his hook endseq
938162709_21443d352f,startseq dog leaps off the edge of snowy mountain endseq,startseq cross-country skier following path endseq
93922153_8d831f7f01,startseq man climbing rock face endseq,startseq woman climbs up cliff endseq
940973925_a2e6d7951c,startseq man in black portfolio is running across the street endseq,"startseq ""kids are playing ball in front of big fancy building"" endseq"
94232465_a135df2711,startseq person in green hat is riding on the beach endseq,startseq lady ice skates while pulling child in buggy endseq
942399470_6132d3e5d2,startseq woman in straw hat is biting golf bench endseq,startseq bearded man is sitting on bench wearing fur lined jacket and hat endseq
944374205_fd3e69bfca,startseq man leads camera as man kneels on the grass above the grass endseq,startseq group of boys play soccer on the grass while another looks down from rock endseq
944788251_a0bcd4b960,startseq the backview of the backview of the man in the water endseq,startseq boy and dog on dock are watching another dog swim away endseq
945509052_740bb19bc3,startseq girl in pink shorts is running on the beach endseq,startseq girl sits on the beach under bright pink sunshade endseq
946051430_8db7e4ce09,startseq four people are sitting on pavement endseq,startseq girls in swimsuits jumping into water from behind endseq
947664583_7c63172366,startseq four children are jumping into the pool endseq,startseq child jumps into pool as man looks on endseq
947969010_f1ea572e89,startseq black dog carries ball in water with red ball in its mouth endseq,"startseq ""a black dog with brown muzzle next to body of water shaking off water with stick in its mouth ."" endseq"
948196883_e190a483b1,startseq man and woman walk past an outdoor door endseq,startseq man is asleep on the ground near two bank machines endseq
950273886_88c324e663,startseq man climbs rock wall endseq,startseq man grasps onto the rock face endseq
950411653_20d0335946,startseq girl in green bathing suit playing in pool with drum endseq,startseq boy jumps into the pool endseq
95151149_5ca6747df6,startseq person is walking through the snow endseq,startseq mountain landscape endseq
952171414_2db16f846f,startseq woman and woman are walking next to car endseq,startseq group of four people conversing next to bus endseq
953941506_5082c9160c,startseq dog running parallel in the water endseq,startseq beagle dog is walking on the shoreline at the beach endseq
954987350_a0c608b467,startseq woman in black tank top is holding up her arm in front of the water endseq,startseq female in pink tank top drinking beer endseq
956164675_9ee084364e,startseq young boy in red shorts and yellow shorts is running on the beach endseq,startseq runner in yellow shirt is cresting hill endseq
957230475_48f4285ffe,startseq two young girls are sitting on the screen endseq,startseq boy licks an older male 's face that 's covered in blue and yellow creamy substance endseq
95728660_d47de66544,startseq hiker is riding up mountain on mountain trail endseq,startseq guy is riding bike up the side of hill endseq
95728664_06c43b90f1,startseq man wearing black backpack is walking on the rocky path endseq,startseq couple of men sit by large stone slab with mountains in the background endseq
95734035_84732a92c1,startseq people are riding horses on the beach endseq,startseq there are two men riding bicycles outside in the snow covered countryside endseq
95734036_bef6d1a871,startseq two hikers are hiking down snowy mountain endseq,startseq biker bikes in the mountains endseq
95734038_2ab5783da7,startseq hiker is standing on rocky mountain endseq,startseq man on bike nest to river endseq
957682378_46c3b07bcd,startseq black dog is jumping up to catch stick endseq,startseq brown dog and black dog run into each other in the grass endseq
95783195_e1ba3f57ca,startseq man wearing white shirt and white pants is riding on the snow endseq,startseq hiker navigates rope and wood bridge over large dry ravine endseq
958326692_6210150354,startseq person in red hat is walking on the path in the woods endseq,startseq large tent with green cover at campground endseq
961189263_0990f3bcb5,startseq woman in swimsuit is splashing in water outdoors endseq,startseq child is playing in the muddy water running along grassy area endseq
961611340_251081fcb8,startseq girl in pink shirt dances on the sidewalk endseq,startseq girl in tutu and boy in costume in dancefloor endseq
963730324_0638534227,startseq woman wearing sunglasses is looking at store full of store endseq,startseq kid is pushing shopping cart behind an adult inside consumer market endseq
96399948_b86c61bfe6,startseq young boy is doing back trick on field of tall grass endseq,"startseq ""a giant inflatable ball taller than man is chased by two men in orange shirts ."" endseq"
964197865_0133acaeb4,startseq girl in red shirt is preparing to catch toy endseq,startseq baby is trying to eat large red plastic toy outdoors endseq
96420612_feb18fc6c6,startseq girl in red shirt is jumping into the air on the beach endseq,startseq man in red swim trunks is jumping onto bodyboard endseq
965444691_fe7e85bf0e,startseq two children are sitting on wooden floor endseq,startseq closeup of man holding baby wearing blue shirt endseq
967719295_3257695095,startseq the brown dog is swimming in the water endseq,startseq dog jumps into the pond endseq
968081289_cdba83ce2e,startseq woman and woman are sitting on dock overlooking water endseq,startseq boy jumping off of dock while his friend watches endseq
96973080_783e375945,startseq the dog is running through the snow endseq,startseq brown dog is running over snow near leafless trees endseq
96978713_775d66a18d,startseq man in red hat is climbing rock face endseq,startseq hikers cross bridge over fast moving stream and rocky scenery endseq
96985174_31d4c6f06d,startseq person is hiking up mountain in front of mountain endseq,startseq hiker is walking along path at the foot of some snowcapped mountains endseq
970641406_9a20ee636a,startseq skateboarder flies down the steps endseq,startseq group of people gather on balcony endseq
97105139_fae46fe8ef,startseq woman and woman are sitting on the ground next to statue endseq,startseq two men in ethnic dress standing in barren landscape endseq
972381743_5677b420ab,startseq policeman is crossing the street endseq,"startseq ""a girl all in black and white and carrying an umbrella walks down the street as others watch ."" endseq"
973827791_467d83986e,startseq two children are playing in water fountain endseq,startseq little kid splashes around in the kiddie pool while lady watches endseq
97406261_5eea044056,startseq dog is jumping up over red object endseq,startseq calico cat raising its paws towards dog with an open mouth endseq
974924582_10bed89b8d,startseq two boys are playing in water endseq,startseq child is running away from plastic pool and an adult on rural setting endseq
975131015_9acd25db9c,startseq two women are sitting on the ground endseq,startseq blond boy petting tiger endseq
97577988_65e2eae14a,startseq man is snowboarding down snowy mountain endseq,startseq man mountain climbing up an icy mountain endseq
976392326_082dafc3c5,startseq shirtless man climbs up cliff endseq,startseq woman and little girl sit on desert rock endseq
97731718_eb7ba71fd3,startseq two dogs are competing in race endseq,startseq cart containig two men being pulled by horses in the rain endseq
977856234_0d9caee7b2,startseq dog is running through field endseq,startseq brown dog in pink shirt runs through field endseq
978580450_e862715aba,startseq woman in life jacket smiles endseq,startseq blonde child swims endseq
979201222_75b6456d34,startseq woman in pink skirt and sunglasses walks next to woman in pink dress endseq,startseq two girls are walking arm in arm past an amusement arcade endseq
979383193_0a542a059d,startseq two girls are sitting in row chairs and sitting on wooden chairs endseq,startseq group of six children sit at wooden table endseq
98377566_e4674d1ebd,startseq two dogs chase on the sidewalk endseq,startseq two brown and white dogs lift their ears and look through fence endseq
985067019_705fe4a4cc,startseq child slides down the slide endseq,startseq boy goes down an inflatable slide endseq
987907964_5a06a63609,startseq three dogs play together in field endseq,startseq one brown and white dog chasing black and white dog through the grass endseq
989754491_7e53fb4586,startseq young boys in swimming pool endseq,startseq girl in pool wearing goggles and surrounded by other children endseq
989851184_9ef368e520,startseq woman in black and white striped shirt is running with her mouth open endseq,startseq black dog has dumbbell in his mouth endseq
990890291_afc72be141,startseq woman wearing helmet begins to ride bicycle in the streets endseq,startseq man does wheelie on his bicycle on the sidewalk endseq
99171998_7cc800ceef,startseq skiiers on snowy mountain endseq,startseq group is sitting around snowy crevasse endseq
99679241_adc853a5c0,startseq the long haired girl is standing on the water 's surface endseq,startseq grey bird stands majestically on beach while waves roll in endseq
997338199_7343367d7f,startseq woman with green hair is sitting on concrete wall with ice wedding endseq,startseq person stands near golden walls endseq
997722733_0cb5439472,startseq man climbing rock face endseq,startseq man in pink shirt climbs rock face endseq
