image_id,predicted,actual
944374205_fd3e69bfca,startseq three people are standing in front of green dog and another watches endseq,startseq group of boys play soccer on the grass while another looks down from rock endseq
944788251_a0bcd4b960,startseq two children are standing in water endseq,startseq boy and dog on dock are watching another dog swim away endseq
945509052_740bb19bc3,startseq two people are shown through the water endseq,startseq girl sits on the beach under bright pink sunshade endseq
946051430_8db7e4ce09,startseq two women do cartwheel on the beach endseq,startseq girls in swimsuits jumping into water from behind endseq
947664583_7c63172366,startseq four boys in bathing suits do bathing suits volleyball endseq,startseq child jumps into pool as man looks on endseq
947969010_f1ea572e89,startseq black dog carries an object in its mouth through the water endseq,"startseq ""a black dog with brown muzzle next to body of water shaking off water with stick in its mouth ."" endseq"
948196883_e190a483b1,startseq two people are sitting on the wall outside endseq,startseq man is asleep on the ground near two bank machines endseq
950273886_88c324e663,startseq man in red shirt is sitting on rock endseq,startseq man grasps onto the rock face endseq
950411653_20d0335946,startseq two children are playing on trampoline endseq,startseq boy jumps into the pool endseq
95151149_5ca6747df6,startseq man is climbing the top of snowy mountain endseq,startseq mountain landscape endseq
952171414_2db16f846f,startseq woman and woman are standing in front of an outdoor street endseq,startseq group of four people conversing next to bus endseq
953941506_5082c9160c,startseq dog is running on the beach endseq,startseq beagle dog is walking on the shoreline at the beach endseq
954987350_a0c608b467,startseq woman in red shirt and sunglasses is holding her arm in the air endseq,startseq female in pink tank top drinking beer endseq
956164675_9ee084364e,startseq man in red shirt is practicing martial arts endseq,startseq runner in yellow shirt is cresting hill endseq
957230475_48f4285ffe,startseq boy in yellow shirt and pink shirt is yelling endseq,startseq boy licks an older male 's face that 's covered in blue and yellow creamy substance endseq
95728660_d47de66544,startseq person biking on rocky path endseq,startseq guy is riding bike up the side of hill endseq
95728664_06c43b90f1,startseq man is sitting on the top of the top of the top of the top of the top of the top of the top of the road endseq,startseq couple of men sit by large stone slab with mountains in the background endseq
95734035_84732a92c1,startseq man hikes on snowy hill endseq,startseq there are two men riding bicycles outside in the snow covered countryside endseq
95734036_bef6d1a871,startseq hiker is climbing snowy mountain endseq,startseq biker bikes in the mountains endseq
95734038_2ab5783da7,startseq man stands on rocky peak endseq,startseq man on bike nest to river endseq
957682378_46c3b07bcd,startseq dog catches ball in the grass endseq,startseq brown dog and black dog run into each other in the grass endseq
95783195_e1ba3f57ca,startseq man is walking on the edge of snow endseq,startseq hiker navigates rope and wood bridge over large dry ravine endseq
958326692_6210150354,startseq person in red headscarf is parked in the air on the edge of tree covered tree endseq,startseq large tent with green cover at campground endseq
961189263_0990f3bcb5,startseq two children swimming in water endseq,startseq child is playing in the muddy water running along grassy area endseq
961611340_251081fcb8,startseq little girl in white pants is playing in the air endseq,startseq girl in tutu and boy in costume in dancefloor endseq
963730324_0638534227,startseq man wearing sunglasses and glasses is sitting in store endseq,startseq kid is pushing shopping cart behind an adult inside consumer market endseq
96399948_b86c61bfe6,startseq child in blue shirt is throwing ball in the air endseq,"startseq ""a giant inflatable ball taller than man is chased by two men in orange shirts ."" endseq"
964197865_0133acaeb4,startseq young boy is being sprayed by the camera endseq,startseq baby is trying to eat large red plastic toy outdoors endseq
96420612_feb18fc6c6,startseq young boy does rollskating trick on skateboard endseq,startseq man in red swim trunks is jumping onto bodyboard endseq
965444691_fe7e85bf0e,startseq the boy is wearing blue shirt and smiles endseq,startseq closeup of man holding baby wearing blue shirt endseq
967719295_3257695095,startseq two dogs are sitting in the water endseq,startseq dog jumps into the pond endseq
968081289_cdba83ce2e,startseq young boy is standing on deck looking at the end of dock endseq,startseq boy jumping off of dock while his friend watches endseq
96973080_783e375945,startseq dog running through the snowy field with its tongue out in the background endseq,startseq brown dog is running over snow near leafless trees endseq
96978713_775d66a18d,startseq man in red shirt is climbing rock endseq,startseq hikers cross bridge over fast moving stream and rocky scenery endseq
96985174_31d4c6f06d,startseq man is climbing on the side of snowy mountain endseq,startseq hiker is walking along path at the foot of some snowcapped mountains endseq
970641406_9a20ee636a,startseq man is standing in front of glass of building endseq,startseq group of people gather on balcony endseq
97105139_fae46fe8ef,startseq woman in red dress is walking on the side of the road endseq,startseq two men in ethnic dress standing in barren landscape endseq
972381743_5677b420ab,startseq woman in black is about to take the side of the crowd endseq,"startseq ""a girl all in black and white and carrying an umbrella walks down the street as others watch ."" endseq"
973827791_467d83986e,startseq three children are playing on water endseq,startseq little kid splashes around in the kiddie pool while lady watches endseq
97406261_5eea044056,startseq dog is jumping over an orange wall endseq,startseq calico cat raising its paws towards dog with an open mouth endseq
974924582_10bed89b8d,startseq three children are playing in the grass endseq,startseq child is running away from plastic pool and an adult on rural setting endseq
975131015_9acd25db9c,startseq young boy in blue shirt and blue jeans is sitting on the ground endseq,startseq blond boy petting tiger endseq
97577988_65e2eae14a,startseq person in yellow jacket is skiing on the side of snowy hill endseq,startseq man mountain climbing up an icy mountain endseq
976392326_082dafc3c5,startseq man is climbing large rock endseq,startseq woman and little girl sit on desert rock endseq
97731718_eb7ba71fd3,startseq two people are racing around the track endseq,startseq cart containig two men being pulled by horses in the rain endseq
977856234_0d9caee7b2,startseq black dog is running on the grass endseq,startseq brown dog in pink shirt runs through field endseq
978580450_e862715aba,startseq swimmer in swimming pool endseq,startseq blonde child swims endseq
979201222_75b6456d34,startseq woman in black skirt is walking down the street endseq,startseq two girls are walking arm in arm past an amusement arcade endseq
979383193_0a542a059d,startseq group of kids pose for picture endseq,startseq group of six children sit at wooden table endseq
98377566_e4674d1ebd,startseq the brown dog is running on the ground endseq,startseq two brown and white dogs lift their ears and look through fence endseq
985067019_705fe4a4cc,startseq the girl in the orange shirt going down an orange slide endseq,startseq boy goes down an inflatable slide endseq
987907964_5a06a63609,startseq two dogs are running in field endseq,startseq one brown and white dog chasing black and white dog through the grass endseq
989754491_7e53fb4586,startseq two boys swimming pool endseq,startseq girl in pool wearing goggles and surrounded by other children endseq
989851184_9ef368e520,startseq woman is playing with black dog endseq,startseq black dog has dumbbell in his mouth endseq
990890291_afc72be141,startseq man is helping girl in white shirt and white shirt is riding bicycle endseq,startseq man does wheelie on his bicycle on the sidewalk endseq
99171998_7cc800ceef,startseq two people raise their helmets on their seat endseq,startseq group is sitting around snowy crevasse endseq
99679241_adc853a5c0,startseq the white bird is standing on the beach endseq,startseq grey bird stands majestically on beach while waves roll in endseq
997338199_7343367d7f,startseq the skateboarder is standing next to building endseq,startseq person stands near golden walls endseq
997722733_0cb5439472,startseq man in blue shirt scaling rock edge endseq,startseq man in pink shirt climbs rock face endseq
